用户ID,评论内容,购买时间,点赞数,回复数,评分,评价时间,产品型号
19220584290,电脑很好 发货快，很快就收到了，操作简单，好评,2023-06-12 16:18:29,0,0,5,2023-06-13 13:50:56,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19220199728,电脑物流很快，收到后使用体验很好，非常喜欢这款电脑的外观风格,2023-06-07 07:37:10,0,0,5,2023-06-13 12:08:27,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19220188446,这个电脑运行速度特别快，然后屏幕效果也亮的，很性能非常好，轻薄，稍微厚了一点，显示器稍微厚了一些，但是感觉手感很好，散热能力也强，特别是运行速度快非常不错，可以用好几年了。,2023-06-13 10:27:20,0,0,5,2023-06-13 12:05:15,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19220172122,送给侄子的礼物，趁着618入手，性价比非常好，可以用个好几年了，赞一个,2023-06-09 08:33:19,0,0,5,2023-06-13 12:00:30,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19219910627,第二次购买了，性能很好，使用方便。,2023-06-12 09:54:01,0,0,5,2023-06-13 10:58:11,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19219589942,"屏幕效果：看着还行
散热性能：还行
外形外观：一如既往的简单美观
运行速度：超快
轻薄程度：还行，就是有点重",2023-06-12 20:28:10,0,0,5,2023-06-13 09:46:49,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19217316526,整体效果还不错,2023-06-10 21:25:31,0,0,5,2023-06-12 17:03:15,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19215924683,商品包装完好无损，送货师傅及时上门送货，大品牌正品保证，使用效果不错，推荐大家购买这款笔记本电脑，性价比很高，值得购买体验。,2023-06-11 09:51:53,0,0,5,2023-06-12 11:18:48,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19215802395,"本然是公司配的这款，离职后自己又买了同款。

好用",2023-06-07 13:08:53,0,0,5,2023-06-12 10:49:29,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19214527857,迫不及待开箱，保护得很好，键盘用了一下感觉不错。续航感觉不到，一直带电工作，接口感觉还是少了，最好弄个扩展坞。用段时间再来评价。,2023-06-06 20:04:24,0,0,5,2023-06-11 22:19:47,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19213838414,开机很快，外壳是经典的磨砂款，非常有质感，非常值得入手的一款办公笔记本，屏幕看久了也不累,2023-06-09 15:33:33,0,0,5,2023-06-11 19:28:05,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19213317602,很不错，显示效果很好，性能也很棒，值得购买！,2023-06-10 21:05:17,0,0,5,2023-06-11 17:22:42,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19212607686,下单第二天就到手了、长期使用电脑、太小的屏幕看起来累，实在是因为经常携带、不然直接17寸了。开机后速度很快、屏幕也很清。,2023-05-27 07:59:50,0,0,5,2023-06-11 14:28:04,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19212504414,总体来说挺好的，一直用ThinkPad的电脑，上台笔记本用了9年，现在当监控主机用,2023-06-10 09:35:55,0,0,5,2023-06-11 13:59:00,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19211453660,"运行速度：速度可以的，以前公司配的gen2 十一代i5，前几天换工作了自己买的这个gen3，cpu变成12代i7了，确实更快
屏幕效果：屏幕效果还可以
散热性能：散热稍微差点，只有一个风扇，做仿真时需要架起来，要不太热了
轻薄程度：工作站笔记本里算轻薄的了
其他特色：隐私安全做的很好，最喜欢的就是连手机蓝牙后能离席锁屏
散热能力：散热将就
运行速度：速度很快",2023-06-08 14:18:26,0,0,5,2023-06-11 09:45:05,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19211130581,"运行速度：我开机不延时。
屏幕效果：4 k屏清晰明了，",2023-06-09 10:32:06,0,0,5,2023-06-11 07:45:47,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19210057938,很一般,2023-06-02 20:59:14,0,0,5,2023-06-10 20:07:26,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19209349395,老用户了一直在买，颜值质量都是一流的。,2023-06-06 10:19:52,0,0,5,2023-06-10 17:08:17,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19206324784,质量好，画面佳 不错的质量产品,2023-05-26 08:24:09,0,0,5,2023-06-09 21:12:40,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19206265255,Thinkpad P15v一如既往的给力，各方面都很出色，工作娱乐两不误，希望能继续保持再接再厉！,2023-06-08 11:12:25,2,0,5,2023-06-09 20:56:07,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19205902085,键盘触感不错，屏幕分辨率看起来很清晰，有点重，但为了9九宫格键盘重点也喜欢，整体可以。,2023-06-06 19:53:11,0,0,5,2023-06-09 19:23:55,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19205514304,系统运行特别快，散热方面也很好，因为经常用CAD和Tekla软件，电脑配置要求比较高，这款电脑完全满足需要，非常满意。,2023-05-27 16:12:15,0,0,5,2023-06-09 17:40:40,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19205320910,东西很好，发货速度也很快，下次继续购买，好评,2023-04-04 11:53:48,0,0,5,2023-06-09 16:49:57,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19204344564,此用户未填写评价内容,2023-06-08 12:32:48,0,0,5,2023-06-09 12:34:00,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19204266512,很赞，轻薄高速,2023-05-25 19:46:15,0,0,5,2023-06-09 12:14:46,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19202398373,"散热性能：发热的厉害
运行速度：还行",2023-06-03 23:21:19,0,1,3,2023-06-08 21:04:36,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19200138569,"已经种草半年多了，从看到的1万多，到时不时的9千左右的优惠价格，好几次动心，都忍住了，终于等到618活动价，又优惠了几百?，决定下手了。ThinkPad情结，没办法，虽然比同等配置的其他系列高的好多，但搞技术的总要有个ThinkPad?，准备用十年！不要让我失望?
运行速度：很快了，开机18秒左右，不算优秀，进去以后运行起来很快
屏幕效果：挺好，色彩比较丰富
散热性能：暂时还没装大型软件，只做文字处理的时候几乎没有声音
轻薄程度：这个不是优势，比较沉

其他特色：人脸识别用上了，反应还比较快，其他的再慢慢琢磨",2023-06-01 16:25:38,0,1,5,2023-06-08 11:36:20,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19198746396,收到商品后，全新，系统也是第一次开机自动安装。,2023-06-05 20:35:37,0,0,5,2023-06-07 22:41:14,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19198537895,挑了好几天最终选了这一款，比公司的那个1W+的惠普轻多了，运行solidworks也比哪个强多了，认证过的就是不一般，贼快,2023-06-01 22:59:25,0,0,5,2023-06-07 21:47:23,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19198512645,上午下单，下午送到，速度很快，就是有点重,2023-06-07 09:40:18,0,0,5,2023-06-07 21:40:11,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19196022430,非常好,2023-06-05 20:28:39,0,0,5,2023-06-07 11:40:52,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19195501812,使用了一段时间，开机速度软件运行速度很快,2023-04-12 06:55:34,0,0,5,2023-06-07 09:40:59,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19195439324,电脑收到，挺好，快递快，京东的品质有保障，共买了两台设计用???????,2023-06-06 06:47:00,0,0,5,2023-06-07 09:25:37,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19195436356,电脑收到，挺好，快递快，京东的品质有保障，共买了两台设计用???????,2023-06-06 06:48:33,0,0,5,2023-06-07 09:25:16,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19195088165,经典款一直用这个牌子不错不错,2023-05-20 21:50:17,0,0,5,2023-06-07 07:11:02,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19194773816,物流速度急需提升，时间都不准就不要给实时物流了,2023-06-01 11:25:35,0,0,4,2023-06-06 23:57:52,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19192559203,"工程机做工就是牛逼，适应恶劣环境。
运行速度：这种价位的机型，快的着火啦",2023-06-02 16:07:38,0,0,5,2023-06-06 14:53:37,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19186280214,商品包装完好无损，送货师傅及时上门送货，大品牌正品保证，使用效果不错，推荐大家购买这款笔记本电脑，性价比很高，值得购买体验。,2023-06-01 01:09:16,0,0,5,2023-06-05 05:27:55,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19183056646,真的是框框耐斯，作为一个设计师很喜欢这个电脑。各方面都没毛病，老铁们。,2023-06-02 23:26:35,0,0,5,2023-06-04 12:39:53,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19181301482,给同事买的移动工作站，她们都挺满意的，就是太挑电源了，绝大多数typec用不了，加转换方口也都用不了，有点烦，这一点真的不如dell，dell的工作站哪怕45w的typec，只要能上到20v就都可以充电，希望以后联想也能好好改进一下，不要只让我们支持国货而自己不努力！,2023-05-18 23:58:22,0,0,5,2023-06-03 23:03:20,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19180883265,试用了一天，感觉还行！以后用用，再追评吧！,2023-05-31 11:11:57,0,0,5,2023-06-03 21:19:34,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19180230354,宝贝很喜欢，win11系统更方便，有点苹果系统的感觉！,2023-05-30 19:21:22,0,0,5,2023-06-03 18:56:54,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19180213808,笔记本电脑收到外观很时尚，用起来很流畅，心情很开心，不错不错?值得购买,2023-06-02 21:42:04,0,0,5,2023-06-03 18:55:45,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19177778663,官方旗舰店就是快，前天下午下单，第二天一早就到了，新电脑用着挺不错,2023-06-01 17:00:07,0,0,5,2023-06-03 10:19:09,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19176304254,质量很好，但价格波动太大，刚买时其价格差点九千，没过几天就降了几百块。,2023-05-15 22:37:06,0,0,5,2023-06-02 21:25:42,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19175435971,"运行速度：快
屏幕效果：清晰
散热性能：良好
外形外观：简洁大方
我加装2T副盘（主板带散热胶和铜盖给个赞）",2023-06-01 16:47:54,3,2,5,2023-06-02 18:20:50,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19170236241,只能用两个字形容 ，很棒,2023-05-25 15:40:42,0,0,5,2023-06-01 15:48:45,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19168068624,Thinkpad，一如既往的喜欢,2023-04-06 16:01:36,0,0,5,2023-06-01 00:24:08,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19167787527,"本来是想买来画图的，所以买的配置还比较高，也试着画了，完全胜任。
运行速度：画图很好很快，日常办公完全胜任。
屏幕效果：还可以，对这方面不敏感。
散热性能：散热比较好",2023-04-20 00:42:43,0,0,5,2023-05-31 22:44:16,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19164245375,很好的电脑，电脑中的王者，值得拥有，你想不到中国的电脑竟然如此的优秀,2023-04-29 16:32:35,0,0,5,2023-05-30 22:51:47,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19160962372,优化以后很好用，外观很商务，好评。,2023-04-04 09:07:44,0,0,5,2023-05-29 23:10:08,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19160323119,"运行速度：没话说，毕竟配置在这。
外形外观：可能对ThinkPad情有独钟，还是那个味道",2023-04-14 09:52:23,0,0,5,2023-05-29 20:04:51,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19159126627,宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???,2023-05-22 15:45:24,0,0,5,2023-05-29 14:16:17,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19156948327,超乎想象的好，虽然低配版，但是性能足够了,2023-05-12 20:37:36,0,0,5,2023-05-28 20:09:49,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
19153723897,?商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！,2023-04-27 08:17:04,0,0,5,2023-05-27 22:05:49,ThinkPad联想笔记本电脑ThinkPad P15v(09CD)英特尔酷睿i7 15.6英寸高性能工作站12代i7-12700H 16G 512G T600 高色域
