用户ID,评论内容,购买时间,点赞数,回复数,评分,评价时间,产品型号
18816173040,性能可以，品控一般。优点，速度快，屏幕也不错。内存和硬盘三星，使用性较好。缺点：品控不好，左侧usb难插拔。盖上后右边间隙比左边大。风扇启动瞬间，咯的一声。换了一台一样，就没再换。因为合适的就他最便宜。,2023-02-11 14:33:36,2,1,3,2023-02-22 11:49:32,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17773888028,一分钱一分货，啥都不送,2022-06-17 20:00:10,0,1,3,2022-07-13 16:40:35,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17508011652,a面掉漆 键盘个别键凸起 有毛刺,2022-05-11 18:14:11,2,5,2,2022-05-18 17:58:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19064759915,经常自动蓝屏自启，找谁啊,2023-03-23 14:49:48,0,1,3,2023-04-28 18:00:55,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17612741261,外包装有压痕，A面也有压痕，不知道对电脑有没有影响,2022-05-31 20:31:21,0,1,3,2022-06-10 17:31:45,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18059821561,鼠标电脑包键盘垫都没有,2022-09-12 10:28:23,5,3,2,2022-09-14 08:11:06,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19102675496,忘了关系统升级，用一会儿就黑屏了！,2023-05-01 09:16:09,0,1,2,2023-05-11 18:51:53,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18585504646,新买的office按流程无法激活，有可能是翻新的,2022-12-08 22:12:30,1,1,3,2022-12-21 19:31:59,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18320014718,都什么年代了，连个电脑包都没有！,2022-10-21 13:57:08,5,1,3,2022-11-02 20:18:21,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18736213402,一般般吧，啥也不送，啥活都没有，就便宜点,2023-01-17 20:39:23,1,1,3,2023-01-31 13:56:38,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19102670665,配置这么高，怎么系统还会忙？鼠标会转圈圈？,2023-05-07 09:05:36,0,1,3,2023-05-11 18:50:25,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18836574526,触摸板旁边微微一按就响，有声音，这样正常吗？,2023-02-27 00:02:42,0,2,3,2023-02-28 07:39:15,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18994749713,买完之后22天就出问题了。。。。开机电脑卡屏，然后黑屏。。。,2023-03-03 20:13:05,0,1,2,2023-04-06 15:58:06,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18815565973,隔了好多天才收到。外面的壳都烂了，好在里面的壳没伤到。没有送我看到的大礼包。,2023-02-17 17:47:10,0,1,2,2023-02-22 08:42:13,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17999275339,电池健康度有点低，屏幕漏光有点多。,2022-08-25 14:57:14,6,4,3,2022-09-01 20:58:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18713127064,笔记本本身还不错，但是貌似有些使用痕迹，怀疑是退回后再发的,2023-01-18 17:47:05,0,1,3,2023-01-20 01:28:28,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18379893047,摄像头一直闪，并且（蓝牙）耳机连接后声音依然外放。,2022-11-06 19:12:48,0,1,2,2022-11-13 12:00:02,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18065636974,第一次买笔记本电脑碰到需要自己购买才能使用Office的！需要单独购买为什么没有明确说明！,2022-09-11 20:57:37,1,1,2,2022-09-15 13:55:02,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18387707857,外壶工艺处理很差！速度谈不上好，有点卡,2022-11-03 17:05:43,4,1,3,2022-11-14 15:58:36,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18619641032,电脑关机一晚后仍有电流声，b壳和a壳接触松动不牢固。,2022-12-09 23:38:49,2,1,2,2022-12-28 20:23:36,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18713414682,屏幕显示一般，感觉还没有我2012年买的笔记本显示屏显示效果好。,2022-12-09 12:57:50,1,1,3,2023-01-20 09:18:26,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19227840426,感觉买到问题机了，使用过程中，偶尔会有一声异响，正在售后,2023-06-12 08:10:31,0,1,3,2023-06-15 12:04:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17832960905,价格不便宜，可惜没带内存卡槽。打开Photoshop响应有点迟滞，不知道是什么问题,2022-07-16 10:18:40,2,1,3,2022-07-27 08:20:46,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17768002894,&ldquo;启用前两天显示器背盖能把手的汗毛烫掉，还有糊味。之后正常了还不知道原因。,2022-06-13 15:15:37,2,1,2,2022-07-12 09:32:32,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18375510498,性能方面没没宣传的哪个好，电脑散热不是很好，用一会就会发热！而且热的比较严重,2022-11-04 21:15:02,0,1,2,2022-11-12 17:08:53,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18442097073,"其他都不错。
就是前置摄像头是720p的，90w像素的，跟别人视频，一下回到90年代了。。。",2022-11-23 00:02:51,0,1,2,2022-11-25 23:07:41,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18458074061,这款电脑散热一般，一些绘图制图软件对W11系统的适应性不是太好，有一些问题。继续使用，后面再做补充。,2022-11-13 23:37:42,0,1,3,2022-11-30 11:42:05,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18732586338,兄弟们，中奖了啊，屏幕左下角和右下角都不只是漏光的问题了，感觉是封装失误吧，选择退货了,2023-01-27 15:53:21,1,2,3,2023-01-30 10:37:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19088524876,价格很美，但用起来不是很顺畅，不知道是什么原因，反应跟不上，有卡顿现象，技术服务还是很到位，师父远程给我解决了好几个问题,2023-05-01 22:41:54,0,1,3,2023-05-06 21:52:13,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17641670244,做工属实一般，金属壳体cnc加工不对称，底部装配有鼓包。原厂包装可能出于环保角度，简直可以称做简陋。底部两条防滑硅胶条硬的不行，放在平整办公桌面上轻轻一推动就产生滑动。总之，一般的一般。,2022-06-15 14:13:07,2,4,3,2022-06-16 11:01:57,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18728367455,摄像头旁边的边框没粘好，笔记本睡眠状态有电流声，不过不大，屏幕与机身没有完全对齐。,2023-01-24 17:41:50,1,4,3,2023-01-28 17:47:36,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18786722568,电脑登录是时间比我收到货的时间还要早，京东专员给的答复非常扯，推脱到惠普生产方。软件运行频出故障。换了3台，还是软件出故障。浪费了我很多精力和时间，也耽误了我很多工作。这款电很坑,2023-01-21 14:40:44,0,2,2,2023-02-15 08:14:07,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19093565295,买来之后，发现电池耗电量非常快，充满电后编辑wirld文档，2小时内电量用光，用了不到1个月发现蓝屏！180天只退不换这一环节做得还不错！,2023-04-23 18:46:36,0,1,2,2023-05-08 17:28:43,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18783955874,包装挺好，开机正常，激活过程挺顺利。键盘有滑印，顶部摄像头部分脱胶有凸起，品质一般。机身有点重，不是薄本。,2023-02-13 07:14:00,0,2,3,2023-02-14 11:05:37,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18541353574,电池无任何负载没开任何软件和升级，放一个晚上，无法充满，已经使用第三天还是一样，也没狼标贴纸.,2022-12-11 15:09:01,1,5,3,2022-12-15 19:01:25,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18594378494,用了几天，感觉有点卡，而且漏电比较严重，包装也没有封口，这个需要注意。电池还可以，总体来说一般，没感觉出来3050显卡的优势,2022-12-15 10:35:42,1,2,3,2022-12-23 14:15:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17711377313,第一次的商品屏幕有点瑕疵，换了一次屏幕良好，收到的新货刚开机风扇声音有哒哒声，其他方面良好，用后再来追评。,2022-06-26 15:12:57,4,1,3,2022-06-28 21:31:33,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19028186244,纠结了一年，终于换了电脑，但是我一点也不高兴。经历了很多次退换货，各种游戏本换了之后，选择了一款中规中矩的商务笔记本。京东性价比低了，我也舍不得花钱了，或许这就是中年人的归宿吧。,2023-04-15 22:18:29,3,1,3,2023-04-16 21:14:57,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18741255516,"总体来说颜值不错，可我要的是能解放生产力，相同配置，thinkpad溢价太多，只能惠普。但是屏幕做工档次太低，四周用手竟然能按下去，太单薄了！

再说说键盘吧，虽然笔记本键盘谈不上舒适，但好歹你按键布局位置要按照标准来吧。这款电脑的键盘，盲打尤其是右手小拇指控制的按键区域，经常按错。",2023-01-17 03:36:50,0,1,3,2023-02-01 23:29:41,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18761297191,送货速度快，拿到就开机试了下，激活后就一直是更新补丁，每次开机都有，不知道哪里那么多，又用鲁大师跑了下分，也没有评论里说的120w，最重要的是电池的健康度是百分之94点几，当时想可能是误差，后来上班公司也买了台笔记本，检测后电池是100%健康，心里一下子就不爽了，另外又看到最新的销售信息可以送包，又不开心了，当时除了有电源线，啥也没有，这才多久哟。综上所述，扣两星，希望以后使用过程中不出什么大问题，因为我不喜欢麻烦！若有大问题，我会追评。,2023-01-14 10:01:03,2,2,3,2023-02-07 22:43:32,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17500893502,待机下都严重发热，使用时更不用说了,2022-04-18 20:03:03,0,1,2,2022-05-17 01:00:09,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19234720392,笔记本还行  京东客服越来越坑,2023-06-12 08:39:46,1,1,3,2023-06-16 23:25:55,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19030376173,屏幕太小了，用着眼镜疼，,2023-02-20 07:32:12,0,1,3,2023-04-17 16:58:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18982923888,一次不好的购物体验，除了机子，其他什么配件都没有送简直是太不爽了,2023-02-07 16:18:37,0,1,2,2023-04-03 21:13:46,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18690161330,系统是家庭版的，垃圾,2023-01-12 17:27:51,1,2,3,2023-01-13 18:30:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18864277025,货已收到，感觉卖家太抠门了，电脑包及鼠标，一样都没送,2023-03-05 20:35:08,0,1,3,2023-03-06 12:59:33,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18164490986,一直在京东上购物，这次有点失望，收货时外包装有破损，拆包后发现电脑上盖有凹陷。,2022-10-03 18:31:41,1,1,3,2022-10-04 21:53:22,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17915286883,包装太不负责任，太烂，这么贵的单子产品，包装居然一点缓冲防震的东西都不加，800多公里就这么惦着过来了,2022-08-12 19:32:46,3,3,2,2022-08-15 12:44:23,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18412654777,和移动工作站名称不匹配。用CAD非常卡，电池的输出才150瓦，应该是什么情况大家应该可以想象。,2022-11-12 11:12:36,0,1,3,2022-11-19 10:36:28,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17654963362,有点怀疑评论里的好评是不是真实的，开机速度一般。散热一般。实在配不上这么高配置这么高价位。,2022-06-17 20:10:17,1,1,3,2022-06-18 17:22:42,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17661859520,开机一小时无故黑屏重启3-4次，我不理解。风扇太吵，没干重活，安装软件，室温26℃，CPU占用不超过25%，风扇狂转,2022-06-17 22:10:17,1,2,3,2022-06-19 17:18:56,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18235034305,散热不行，容易发烫（光开机的情况下）。w11的系统不好用，和很多软件不兼容。刚买完就降价600，气人。,2022-10-16 07:55:12,3,3,3,2022-10-19 08:18:16,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17653102194,一万多的本子，也就打开几十M的ai文件也需要反应十几秒，装一些软件后office打开速度也一般，说实话没有太惊艳。另外A面太软，按起来响动,2022-06-10 22:44:42,2,1,3,2022-06-18 12:21:23,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17994685947,电脑正试用中，偶尔有程序卡顿死机现象，有时打开资源管理器都会出现白屏现象，体验感不好，电源适配器发烫烫手，HP还说是正常的，无语，不值得这个价格,2022-08-22 13:33:16,1,1,3,2022-08-31 22:01:29,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18853154704,买电脑就跟买彩票一样，不好的概率和中彩票一样，我就中了。大家确保好之前一定一定不要联网（第一次开机过程中不要连，开机后也不要连，不要跟新系统。否则就是激活系统了，如果七天之内发现问题就没办法退货了&hellip;&hellip;&hellip;&hellip;希望大家买到好的概率大，但也不是没有不好的时候，一定一定要注意。（别太看评价，评价一半可信一半不可信）。好说歹说也要6000元呢 各位认真选择吧,2023-02-28 19:39:20,0,1,2,2023-03-04 20:38:18,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19005409404,一般办公速度马马虎虎，风扇声音平时小，打开多个窗口会突然大风声，PS，UG，CAD运行起来还是很慢又卡顿，远远不是台式机可比的，多了个小键盘应该大都不习惯，笔记本很厚重整体超过2公斤可以理解，出差不适合背负，这么高配置不配置触摸是设计败笔！,2023-02-09 10:32:12,0,1,3,2023-04-09 12:35:14,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17918283128,"性能还行，就是散热太差了，正常开机不操作，键盘中间都能烫手，整下渲染整机都是去到70多度。
我买这款13990的就是坑，配的是家庭版系统，在介绍页面完全不说出来。第一次开机时必须连网才能进入系统，这样就等于默认激活系统后才能进入。只要激活就不能退货了。请大家小心被坑。1.4万的电脑只配个家庭版系统。这是一大坑。",2022-08-08 16:01:33,1,2,3,2022-08-16 09:31:09,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19240602026,性能不是很理想，说好的可以用使用西门子，CAD等大型软件，实际使用起来非常卡。散热也很差，就开机处理文档，烫的厉害，我加了散热支架才稍微好些，风扇也不支持调节。真怕把处理器少了，电脑做工有些粗糙，缝隙和接口处不均匀，可以看到缝隙很大。说的赠品，现在却说需要，登记后，也不确定什么时候会发。还不一定保证会有。这个就搞笑了，不愿意送就直说。,2023-06-12 19:13:44,0,1,3,2023-06-18 10:35:26,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18406184516,纯纯的办公党，除了word就是cajpdf，然散热那块挺热的，网速看个电影卡卡卡，失望吧。。网速不如以前用的4k戴尔、华为、联想，再这样估计看个电影的喜好也会戒掉啦，真真好。。。以后还是用回那破戴尔吧，啥创作本。。很失望。。,2022-11-05 20:44:06,2,1,3,2022-11-17 20:47:41,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17536792413,"我用creo5.0，体验很不理想，独显怎么调也不显示这个软件在独显里面，集显不能禁用，禁用之后creo卡死，卡死，卡死。cad也装不好，我们用清华天河习惯了，禁用集显之后能用cad2014+ ppcad2018,但是禁用集显之后好多显示设置用不了，退而求其次装了中望cad。惠普官方也解决不了我这个问题，我有一张r9270的显卡，前两年180块**淘来的，很好用，这个a2000目前我使用体验还没有我那个垃圾卡好用，这玩意激活了不能退，不激活无法体验，还自动装一个不认识的软件。这是工作站啊，我买这个配置数据是很好看，价格也不差，但是体验感很不好，还有那个散热，真是服了，那是流道吗？底部吸风，旋转轴那个地方出风，对着屏幕旋转轴使劲吹，虽然把出风口藏起来好看了，但是散热不好啊，风阻风噪很大，动不动CPU80几度，我只能把鲁大师卸了，看不见，看不见，看不见温度，夏天估计屏幕会发热，慎重，慎重，慎重。",2022-05-14 10:40:17,3,11,2,2022-05-25 14:33:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19233979828,产品一般般吧，没有商家说的那么好，就单独的一台电脑，没有任何赠品，没有电脑包，更加没有鼠标垫和鼠标??这类的东西，私下问过商家，商家说需要给出好评，晒好的图片，才能发赠品，我们也就实话实说，不会单单为了自己的一个赠品夸大其词，坑害他人，感觉到良心有点过不去，大家实际用用吧，多的话不说了&hellip;&hellip;,2023-06-15 21:28:03,6,2,3,2023-06-16 20:22:42,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18920410797,屏幕顶部边框有磨损，本身就是一个容不得瑕疵的人，嫌弃麻烦就没有换货，还是直接激活了。再就是，电脑的刷新率太低了，看高清视频太卡了，4k的屏幕基本是个噱头，颜色质感差的不是一点点。运行速度的话，感觉还行吧，主频也就2G上下浮动吧，达不到那个高频运行。还有电脑的做工也就一般，松松垮垮，不结实。A2000的显卡性能，用鲁大师实测也就几万分，着实一般，入门级的专业显卡真的比不上消费级的同档位的。总结，性价比很低。最后，最让人讨厌的就是店铺的客服，弄个机器人在这儿做摆设。,2023-03-17 18:31:29,0,1,3,2023-03-20 11:45:42,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19228657480,"缺了一星给硬盘，俩硬盘位很好，但是这配的是什么速度的硬盘？读速度3600m/s，写速度3000m/s，这不就是PM9B1？那还用个4.0的接口有什么意义？要是1年前也就算了，现在980pro零售价才多少钱？

再缺了一星给内存，俩内存插槽很不错，最大支持64，结果给弄俩16的，两个插槽都占了才凑成32，要是想升级得买俩32的，扔俩16的，单条32比双16贵很多吗？

总而言之，能自己升级的就内存和硬盘这2个东西，结果全都给配垃圾货，要换就得全扔，不如价格调个1000块，把内存硬盘都换一下。现在这样搞，我的额外付出远高于1000块的价值。",2023-06-12 09:32:23,5,3,3,2023-06-15 15:50:47,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17816459954,笔记本外观属于商务型的，看起来也很大气。双内存插口，双硬盘接口，机身接口丰富，这些确实不错。笔记本大负荷工作的时候，风扇噪音很大，另外屏幕转轴确实影响散热，把屏幕开合角度弄大点，风扇噪音会好很多。最后说一下笔记本的续航，续航真心差，不知道别人的能用10个小时是怎么来的。笔记本开机不打开任何程序，电池模式调成最长的续航，用aida64查看传感器数据，电池放电功率竟然接近了30W，显卡功耗11W，待机显卡的功耗不知为什么高的这么离谱，也不知道显卡是怎么分配工作的，按这个速度，不打开任何程序，只开屏幕待机3小时电量就耗尽了。更离谱的是，我把这些反馈给惠普的工程师竟然说这种情况正常，真是相当无语了。总之对这款的续航不满意，对续航有要求的要慎重。显卡功耗高有可能是待机默认是独立显卡在工作，关键是bios里面已经调成会和模式了啊，笔记本的显卡分配机制还有待优化,2022-07-04 15:39:02,8,4,3,2022-07-23 17:25:43,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
17748939044,今天刚到货，先试用看看，后面追评,2022-07-06 22:53:51,0,1,3,2022-07-07 12:35:10,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18774028439,产品摄像头有错位,2023-02-07 09:23:16,0,1,2,2023-02-11 16:06:22,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18868589724,用着还可以，只是风扇声音有点大,2023-03-04 19:44:01,0,1,3,2023-03-07 16:19:23,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19096984541,电池不耐用,2023-04-21 10:22:54,0,1,3,2023-05-09 20:04:10,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19195007397,东西整体还是不错的，就是送的配件太麻烦，要评价才可以，这点非常不好?，包装很好，物流也很快，感谢京东快递小哥,2023-06-04 10:01:45,0,1,2,2023-06-07 05:49:33,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
